,id,rated,created_at,last_move_at,turns,white_id,white_rating,black_id,black_rating,moves
3271,tkdwlwif,False,1498479077387.0,1498479361880.0,22,metelv25103,1152,ashok-arora,1221,e4 e6 Nf3 Nf6 Nc3 d5 exd5 Nxd5 Ne5 Qf6 d4 Nc6 Bb5 Bd7 Nxd7 Kxd7 O-O Bd6 Qe2 Qh4 Ne4 Qxh2#
3272,P3SwoQ4j,True,1504110000000.0,1504110000000.0,112,userx100,1300,karamazov7,1319,e4 c5 Nc3 d6 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nf3 Bd7 e5 Nxe5 Qe4 Nxe4 Nxe4 Nxf3+ gxf3 Bf5 Bb5+ Bd7 Bxd7+ Qxd7 Bf4 e5 Be3 Be7 O-O-O O-O Nc5 Qd8 Nxb7 Qc7 Nxd6 Bxd6 Rxd6 Qxd6 Rd1 Qa6 Bg5 Qxa2 Be7 Rfe8 Bd6 Qa1+ Kd2 Red8 Rxa1 Rxd6+ Ke3 a5 c3 f6 Ke4 Rd2 Ke3 Rxb2 c4 Rc2 Ra4 Kf7 f4 exf4+ Kxf4 Rxf2+ Kg3 Rc2 Kf4 g5+ Ke4 Kg6 Kd3 Rxh2 c5 Rh3+ Kd4 Ra6 Kd5 Rc3 Kd4 Rc1 Kd5 h5 Re4 a4 Re8 h4 Rg8+ Kf5 Rc8 h3 c6 Raxc6 Rxc6 Rxc6 Kxc6 a3 Kb5 a2 Kb4 a1=Q Kc5 h2 Kd6 h1=Q Ke7 Qae1+ Kf7 Qh7+ Kf8 Qee7#
3273,6YLXSRCL,True,1501630000000.0,1501630000000.0,61,baranornarli,1773,aleks120560,1785,d4 d5 c4 dxc4 e3 e5 Bxc4 exd4 exd4 Nf6 Nc3 Be7 Nf3 O-O O-O Bg4 Be3 c6 h3 Bh5 Be2 Nbd7 Qb3 b6 Rad1 h6 Ne5 Bxe2 Nxe2 Nd5 Nxc6 Qe8 Qxd5 Nf6 Nxe7+ Qxe7 Qf3 Rfd8 Ng3 Nd5 Nf5 Qf6 Rfe1 Kh7 Qe4 g6 Nxh6 Nxe3 Qxe3 Re8 Ng4 Qg7 Qf3 Rxe1+ Rxe1 Qxd4 Qxa8 Qxb2 Qf8 Qxa2 Nf6#
3274,xuvv5bw3,True,1491480000000.0,1491480000000.0,109,saraginov,1775,arsenelupin1620,1558,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d3 d5 Nbd2 dxe4 dxe4 Bd7 O-O Be7 c3 O-O Qe2 b5 Bb3 Bc5 h3 Ne7 Nxe5 Be6 Bxe6 fxe6 Nb3 Ba7 Bg5 h6 Bh4 g5 Bg3 h5 Rad1 Qe8 Nd4 Bxd4 cxd4 h4 Bh2 Rd8 a4 bxa4 Qxa6 Nxe4 Qxe6+ Kg7 Nf3 Rf6 Qxe4 c5 Be5 cxd4 Bxd4 Nf5 Bxf6+ Kxf6 Qxe8 Rxe8 Rfe1 Rb8 Rd2 Kg6 Re6+ Kh5 Ra6 g4 hxg4+ Kxg4 Rxa4+ Kh5 Rd5 Rf8 Rxh4+ Kg6 Rf4 Rf6 Rfxf5 Rxf5 Rxf5 Kxf5 b4 Ke6 g4 Kd5 g5 Ke6 b5 Kf5 b6 Kg6 b7 Kh7 b8=Q Kg6 Qg8+ Kf5 Qf7+ Kg4 g6 Kh3 g7 Kg4 g8=Q+ Kh3 Qfh7#
3275,uycS4Px7,True,1502553087625.0,1502553546275.0,43,thajarney,1343,mathu21345,1527,e4 d5 Nf3 dxe4 Ng5 Nf6 Bc4 e6 Nc3 Bc5 O-O Nc6 Ngxe4 Nxe4 Nxe4 Qd4 d3 Ne5 Be3 Qxb2 Bxc5 Nxc4 dxc4 Qe5 Re1 f5 Nd6+ Qxd6 Bxd6 cxd6 Qxd6 Bd7 Rad1 Rd8 Qc7 Ke7 Qd6+ Ke8 Rxe6+ Bxe6 Qxe6+ Kf8 Rxd8#
3276,xaMOMqCY,True,1504130000000.0,1504130000000.0,44,nk3,1714,ezatfoda,1771,e4 e5 Nf3 Nc6 Bb5 Nf6 Bxc6 dxc6 Nxe5 Qd4 Nxc6 bxc6 O-O Be7 Re1 O-O Nc3 Ng4 Qf3 Bd6 g3 f5 d3 fxe4 Be3 Nxe3 Qxe3 Qxe3 Rxe3 exd3 Rxd3 Bf5 Rd2 Rae8 Nd1 Re1+ Kg2 Be4+ f3 Bxf3+ Kh3 Rf6 Rb1 Rh6#
3277,S06cDgyV,True,1503676034796.0,1503676440877.0,54,tangela,1615,magadh,1704,d4 d5 c4 dxc4 e3 e5 Bxc4 exd4 Qf3 Nf6 exd4 Bb4+ Nc3 Bxc3+ bxc3 Nc6 Be3 Bg4 Qf4 Qe7 Nh3 Bxh3 gxh3 O-O-O Rb1 Qa3 Qf5+ Kb8 Bxf7 Qxc3+ Kf1 Nxd4 Bxd4 Rxd4 Qf3 Qxf3 Rg1 Rd1+ Rxd1 Qxd1+ Kg2 g6 Bb3 Qd2 Rb1 Ne4 Rf1 Rf8 Rd1 Rxf2+ Kg1 Rg2+ Kf1 Qf2#
3278,EsroTMo9,True,1504253244392.0,1504254107928.0,61,just_basics,1350,a_p_t_e_m_u_u,1285,d4 d5 c4 dxc4 Nc3 Nc6 Nf3 Bg4 h3 Bxf3 exf3 Nxd4 Bxc4 e5 Be3 Bc5 f4 f6 a3 Qd6 Ne4 Qc6 Nxc5 Qxc5 Rc1 Qb6 fxe5 fxe5 Qh5+ Qg6 Qxe5+ Ne7 Qxd4 Nc6 Qg4 Qf6 Qe4+ Ne5 Bb5+ c6 Ba4 O-O-O O-O Rde8 Bd4 Qg5 Bxe5 Rxe5 Rxc6+ bxc6 Qxc6+ Kb8 Qd6+ Kc8 Rc1+ Kb7 Qc6+ Kb8 Qc7+ Ka8 Bc6#
3279,mIICvQHh,True,1504130000000.0,1504130000000.0,61,ischia,1496,a-00,1500,e4 e5 d3 d6 Be3 c6 Be2 b5 Nd2 a5 a4 c5 axb5 Nc6 bxc6 Ra6 Nc4 a4 c3 a3 Nxa3 Rxa3 Rxa3 c4 dxc4 d5 cxd5 Qxd5 exd5 Be6 Ra8+ Ke7 Bc5+ Kf6 Bxf8 Kg6 Bxg7 Kxg7 dxe6 Kh6 exf7 Nf6 Rxh8 Nh5 Bxh5 Kg5 Rxh7 Kf5 Qf3+ Ke6 Bg4+ Kd6 Rh6+ Kc5 Qe3+ Kb5 c4+ Kb4 Qc3+ Ka4 Bd1#
3280,NfBZEuyc,True,1480960000000.0,1480960000000.0,38,efeozbakir1,1210,hakanerkam,2026,d4 d5 Bg5 h6 Bf4 Nf6 e3 Bf5 Bb5+ c6 Ba4 e6 Bxb8 Rxb8 Nf3 Bd6 O-O O-O Kh1 Bg4 g3 Ne4 Nc3 Qf6 Nxe4 dxe4 h3 Bxf3+ Kh2 Bxd1 Raxd1 Qh4 Rg1 f5 Kh1 Qh5 g4 Qxh3#
3281,nj3Dx0uw,False,1497310000000.0,1497310000000.0,47,benjor,1683,burks,1016,e4 Nf6 e5 Nd5 Nf3 d6 c4 dxe5 cxd5 Qxd5 Be2 Be6 O-O Nc6 Nc3 Qc5 Bb5 a6 Bxc6+ bxc6 Re1 Qc4 Nxe5 O-O-O Qf3 Qg4 Nxg4 Bxg4 Qxg4+ Rd7 Na4 Kb7 Qxd7 Ka7 Qxc7+ Ka8 Qxc6+ Kb8 Nb6 Ka7 Nc8+ Kb8 Nxe7 Bxe7 Rxe7 Rc8 Qb7#
3282,RM7w84vn,True,1503746873891.0,1503747581243.0,71,alstef56,1700,zhaska,1706,d4 d5 b4 Nf6 c3 Bf5 e3 e6 Bb2 b6 a3 c5 bxc5 bxc5 Nf3 c4 h3 Bd6 Be2 h6 a4 Nc6 Ba3 Bc7 Bc5 Bb6 Ba3 Rb8 O-O g5 Nh2 h5 Nd2 Bg6 f3 Rg8 e4 dxe4 fxe4 Nxe4 Nxe4 Bxe4 Bxh5 Rg7 Ng4 e5 Nf6+ Qxf6 Rxf6 exd4 cxd4 Bxd4+ Kh1 Rd8 Rxc6 Bxc6 Qe2+ Kd7 Rd1 Kc8 Bg4+ Kb8 Qxc4 Bxg2+ Kxg2 Bb6 Rxd8+ Bxd8 Bd6+ Ka8 Qc8#
3283,2HdVc9ij,True,1491950839647.0,1491951255251.0,62,loris04,1500,flafel26,1554,a4 e5 b3 d5 Ba3 Bxa3 Nxa3 Nf6 Nf3 e4 Ne5 Qd6 d4 exd3 exd3 Qxe5+ Qe2 Nc6 Qxe5+ Nxe5 Nb5 Kd7 c4 Re8 cxd5 Nxd3+ Kd2 Nxf2 Rg1 N6e4+ Ke3 a6 Ra2 Nc3+ Kxf2 Nxa2 g3 axb5 Bh3+ Kd6 axb5 Bxh3 Rd1 Ra3 b4 Nc3 Rd4 Ra2+ Kf3 Bg2+ Kg4 Nxd5 b6 cxb6 b5 Rb2 h4 Rb4 Kg5 Rxd4 g4 Re5#
3284,lJ3ZKDw6,True,1499180000000.0,1499180000000.0,131,thehutchtouch,1904,r1111,1862,d4 d5 Bf4 Bf5 e3 Nf6 Nd2 e6 c3 Bd6 Bxd6 Qxd6 f4 Nc6 Ngf3 Bg4 Be2 Bxf3 Nxf3 Ne4 O-O O-O Bd3 f5 Nd2 Rf6 Rf3 Rg6 Bxe4 fxe4 Rh3 Ne7 Kh1 Nf5 c4 Qe7 cxd5 exd5 Qh5 Qf6 g4 Rh6 Qxf5 Rxh3 Qxd5+ Kh8 Qxb7 Rg8 Nf1 Qe6 f5 Qb6 Qxb6 cxb6 Kg2 Rh6 Rc1 Rd6 Nd2 Re8 Kg3 h6 Kf4 g5+ Kg3 a5 Rc7 b5 Nb3 a4 Nc5 Kg8 Rb7 Rxd4 exd4 e3 Nd3 e2 Ne1 Re3+ Kf2 Re4 h3 Rxd4 Rxb5 Kf7 Rb6 Re4 Re6 Rb4 Rxe2 Rf4+ Kg2 h5 gxh5 Rxf5 Rf2 Rxf2+ Kxf2 Kg7 Kg3 Kh6 Kg4 Kg7 Nf3 Kh6 b3 axb3 axb3 Kg7 Kxg5 Kh7 Ne5 Kg7 b4 Kh7 b5 Kg7 b6 Kh7 b7 Kg7 b8=Q Kh7 Qc7+ Kh8 Qe7 Kg8 h6 Kh8 Qg7#
3285,FULn62Wp,True,1491248215767.0,1491248619502.0,45,ea26,1717,cutiepanda,1595,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6 Re1 Bd7 Nc3 Be7 d4 exd4 Nxd4 Nxd4 Bxd7+ Qxd7 Qxd4 O-O e5 dxe5 Qxe5 Bd6 Qe2 Rfe8 Be3 Ng4 h3 Nxe3 fxe3 Qe6 Qf3 c6 a3 Qe5 Rad1 Qh2+ Kf1 Bg3 Rd7 Bxe1 Qxf7+ Kh8 Qxg7#
3286,sFonRNXE,True,1497993191828.0,1497995455991.0,87,totonut,1728,sercanx,1681,e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 h3 a6 Be3 b5 Bd3 O-O g4 Bb7 g5 Ne8 h4 Nc6 a3 f6 h5 Bc8 d5 Ne5 Nxe5 fxe5 Qe2 Qd7 O-O-O Qg4 f3 Qd7 Rdf1 c6 f4 exf4 Rxf4 Qb7 Qf3 b4 hxg6 hxg6 Rh8+ Kxh8 Rxf8+ Bxf8 Qxf8+ Kh7 Bd4 Nf6 gxf6 exf6 Qxf6 Bg4 dxc6 Qc7 axb4 Rg8 Nd5 Qd8 Qxd8 Rxd8 Nf6+ Kg7 Nxg4+ Kf7 Bxa6 Ra8 c7 Rxa6 c8=Q Ra1+ Kd2 Rf1 Nh6+ Ke7 Qc7+ Ke6 Qc8+ Ke7 Ng8+ Kf7 Qd7+ Kxg8 Qg7#
3287,cN4BZfbe,True,1501834228531.0,1501834877304.0,47,denisgodunov,1566,chesspina,1520,e4 e5 d4 exd4 c3 dxc3 Bc4 c2 Qxc2 Nf6 Qb3 Qe7 Nc3 g6 e5 Bg7 Nge2 Nh5 O-O O-O g4 Bxe5 gxh5 Qh4 Ng3 Nc6 Nd5 Nd4 Qd3 Nf5 Re1 Bd6 hxg6 fxg6 Nxc7+ Kh8 Qc3+ Ng7 Nxa8 b6 Bd5 Bxg3 fxg3 Qh5 Re7 Qf5 Qxg7#
3288,AV7m2pi4,True,1503176664312.0,1503177759611.0,68,capasuzan,1671,vares,1626,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 e3 cxd4 exd4 Nc6 Nf3 O-O a3 Ba5 b4 Bc7 b5 Ne7 Bd3 d5 c5 g6 O-O e5 dxe5 Ng4 Re1 d4 Ne2 Nxe5 Nexd4 Nxd3 Qxd3 Re8 Bg5 Qd5 Rxe7 Bf5 Rxe8+ Rxe8 Qc3 Be5 Nxe5 Qxe5 Bh6 Bd7 c6 bxc6 bxc6 Bxc6 Be3 Ba8 Re1 Qb8 Qb4 Qc8 Rc1 Qd7 Qa5 Qg4 Nc6 Rc8 Qxa7 Bxc6 Rxc6 Qd1#
3289,s5QypWTq,False,1500658654929.0,1500659164348.0,34,eduandeswardt,1588,caniche7,1527,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nc3 Bc5 Be3 Bb6 Qd2 O-O Nxc6 bxc6 Bxb6 axb6 O-O-O Qe7 f3 b5 a3 b4 Nb1 bxa3 Nxa3 d5 exd5 Nxd5 Bc4 Rxa3 Bxd5 Ra1#
3290,1EbCHVeX,True,1503586513925.0,1503588085979.0,104,bleda,1276,salaravr,1201,e3 d5 d3 e5 c3 c5 b3 Nc6 f3 Nf6 Na3 a6 Bb2 Bd6 Nc2 O-O Ne2 Be6 g4 h6 h3 Re8 Nc1 Rc8 Bg2 b5 a3 g5 Ne2 a5 a4 b4 Nc1 bxc3 Bxc3 Nb4 Nxb4 axb4 Bb2 c4 bxc4 dxc4 a5 c3 Bxc3 bxc3 d4 Re7 dxe5 Bxe5 Qxd8+ Rxd8 O-O c2 Ra4 Ra7 a6 Bc8 Rf2 Nd5 Rxc2 Nxe3 Re2 Bf4 Nb3 Bxa6 Re1 Rdd7 Nc5 Rd6 Ne4 Rd1 Rxd1 Nxd1 Nf6+ Kg7 Nh5+ Kg6 Rd4 Be2 Nxf4+ Kf6 Nxe2 Ra1 Kh2 Ke5 f4+ Kf6 fxg5+ hxg5 Bf3 Ke5 Rd7 f6 Nd4 Ne3 Nc6+ Kf4 Nd4 Ra2+ Kg1 Kg3 Bh1 Ra1#
3291,fWfh1j30,True,1497350000000.0,1497350000000.0,29,fabio_magagnin57,1878,s-a,1887,d4 Nf6 f3 d5 e4 dxe4 Nc3 exf3 Nxf3 e6 Bd3 b6 O-O Bb7 Qe1 Bd6 a3 O-O Qh4 h6 Bxh6 gxh6 Qxh6 Re8 Ng5 Bf8 Bh7+ Kh8 Nxf7#
3292,FJTeB0gx,True,1504140000000.0,1504140000000.0,60,glzrchess,1279,amsou,1629,d4 d5 c4 e6 e3 Nf6 Nc3 Nc6 Nf3 Bb4 a4 Ne4 Bd2 O-O Bd3 Nxd2 Qxd2 Na5 Bc2 Nxc4 Qd3 f5 O-O Nxb2 Qb5 Bxc3 Rab1 Nc4 h3 c6 Qc5 a5 e4 fxe4 Ne5 Bb4 Rxb4 axb4 Qxb4 Nxe5 dxe5 Qc7 Qd4 c5 Qc3 Bd7 Rb1 Bxa4 Bxa4 Rxa4 Rb5 c4 Qc2 Ra1+ Kh2 Qxe5+ g3 Qc3 Qxc3 Rxf2#
3293,TvDlR9tC,True,1504207621291.0,1504208742683.0,110,dastan-2009,1649,feridoon2222,1761,e4 e6 e5 d5 exd6 cxd6 Nc3 e5 d4 exd4 Qxd4 Nc6 Qd1 Nf6 Nf3 d5 Be3 Bb4 Qd2 Ne4 Qd3 Bf5 Nd2 Ng3 Qxd5 Bxc3 Qxd8+ Rxd8 hxg3 Bxb2 Rb1 Bd4 Bxd4 Nxd4 Bd3 Nxc2+ Bxc2 Bxc2 Rxb7 O-O Re7 a5 Re2 a4 a3 Rd3 O-O Rxa3 Nc4 Bd3 Nxa3 Bxe2 Re1 Re8 Nc2 Kf8 Nd4 Bb5 Ra1 Bd7 Nc2 Rc8 Nb4 Rc4 Nd5 Rd4 Nb6 Ke7 Re1+ Kd6 Nxd7 Kxd7 Kh2 Kc7 Rc1+ Kd6 Rb1 a3 Ra1 Rd3 Kg1 Kc5 Kf1 Kb4 Ke2 Rb3 Kd2 Rb2+ Kc1 Rxf2 Rb1+ Kc3 Kd1 Rf1+ Ke2 Rxb1 Kf3 a2 Kf4 a1=Q Kg4 Kd3 Kh3 Rh1+ Kg4 Qa4+ Kf3 Qe4+ Kf2 Qe2#
3294,o8JHu2c6,True,1395425706678.0,1395426572104.0,82,totti,1453,kizes86,1427,e4 e5 d4 exd4 Qxd4 d6 Nf3 Nc6 Qd5 Be6 Qg5 h6 Qh5 Nf6 Qb5 a6 Qa4 b5 Qa3 Nxe4 Bd3 d5 O-O Bxa3 Nxa3 O-O b3 Nb4 Rfd1 Nxd3 Rxd3 c6 c4 Qf6 Nc2 bxc4 bxc4 dxc4 Re3 Bd5 Bd2 Nxd2 Nxd2 Rfe8 Rae1 Kf8 Ne4 Bxe4 Re3xe4 Rxe4 Rxe4 Re8 Re3 Rxe3 Nxe3 Qa1+ Nf1 Qxa2 g3 c3 Kg2 c2 Ne3 c1=Q Nf1 Qa5 Ne3 Qae1 Kf3 Qeh1+ Ng2 Qxh2 Nh4 Qc3+ Kg4 Qxf2 Kh5 Qcc5+ Kg4 Qg5+ Kh3 Qgxg3#
3295,j3rp8tGX,True,1473690000000.0,1473690000000.0,33,apchess,1340,fox26666,1293,e4 e5 c3 Nc6 d4 Nf6 Bd3 Bd6 d5 Ne7 Nf3 Nexd5 exd5 Nxd5 b3 O-O c4 Nb4 Bb2 Nxd3+ Qxd3 Bc5 Nxe5 Qg5 O-O d6 Nf3 Bf5 Qc3 Rfe8 Nxg5 Re7 Qxg7#
3296,5XspUzEQ,True,1503530000000.0,1503530000000.0,40,tomplfr,1089,hill_j,1165,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d5 Bxd5 Nxd5 exd5 Qxd5 Nc3 Qe6 Ng5 Qg6 Nce4 Be6 Nxc5 h6 Ncxe6 fxe6 Nf3 O-O-O Re1 Rd5 c4 Rc5 Qa4 Qf6 Nd2 Rf8 Ne4 Qf5 Nxc5 Qxf2+ Kh1 Qxe1#
3297,4bOulIL9,True,1491680000000.0,1491680000000.0,60,pmw97,1741,protopych,1901,d4 Nf6 c4 e6 Nc3 Bb4 Bd2 O-O a3 Be7 Nf3 d5 c5 b6 b4 bxc5 bxc5 Ba6 g3 Nc6 Bg2 Bc4 O-O Rb8 Re1 e5 Nxe5 Nxe5 dxe5 Ng4 Bf4 h6 Bxd5 Bxd5 Qxd5 Qxd5 Nxd5 Bxc5 Be3 Nxe3 Nxe3 Bxe3 fxe3 Rfe8 Rec1 Rxe5 Rxc7 Rxe3 Rxa7 Rxe2 Rf1 f6 a4 Rbb2 h4 Rg2+ Kh1 Rh2+ Kg1 Rbg2#
3298,fj6Swf2X,True,1393696951708.0,1393697490843.0,74,ozil17,1560,zalmoxe,1531,c4 b6 Nc3 Bb7 d3 c6 e3 d6 Nf3 Nd7 Be2 g6 O-O Bg7 Bd2 Nh6 h3 O-O Rab1 f6 Qa4 Nf7 Nd4 Qc8 Ne6 Nc5 Nxc5 dxc5 Qc2 e5 e4 Nd6 b3 f5 f3 f4 Be1 Qe6 Qc1 Nf7 Bf2 g5 Qe1 Bc8 Rbd1 h5 Kh1 Nh6 Kg1 Kh7 Kh1 Rfg8 Rfg1 Bf6 h4 g4 fxg4 Nxg4 Bxg4 Rxg4 Rgf1 Bd7 Kg1 Rag8 g3 fxg3 Kh1 Rxh4+ Kg2 Rh2+ Kf3 Qg4+ Ke3 Bg5#
3299,UacusJUy,False,1482170000000.0,1482170000000.0,41,paavel02,1500,butledge,1278,d4 d5 f4 e6 e4 Qh4+ g3 Qd8 exd5 exd5 Qe2+ Be7 Qb5+ Qd7 Qb3 Nf6 Nc3 O-O Nb5 a6 Nc3 Qg4 Nxd5 Re8 Nxe7+ Rxe7+ Be2 Qf5 Qb4 Qe4 Bd2 Qxh1 Qxe7 Nc6 Qxc7 Qxg1+ Bf1 Na5 Qd8+ Ne8 Qxe8#
3300,PI69Vw5p,True,1480730000000.0,1480730000000.0,45,futuremaster01,1257,falcon3404,1362,e4 e5 Nf3 Nc6 Nc3 Bc5 Bb5 Nf6 Bxc6 bxc6 d4 exd4 Nxd4 Bxd4 Qxd4 O-O e5 Ne8 Bd2 d6 Ne4 d5 Ng3 Qe7 Bb4 Qd7 Bxf8 Kxf8 O-O-O Qe7 Nf5 Qe6 g4 a5 Qc5+ Kg8 Ne7+ Kf8 Nxc8+ Kg8 Ne7+ Kh8 Nxc6 Qxg4 Qf8#
3301,zuf8CWMT,True,1445480000000.0,1445480000000.0,68,froztty,1486,seanngo53,994,d4 b6 d5 Nf6 c4 e5 Nc3 c6 e4 cxd5 cxd5 Nxe4 Nxe4 Bb4+ Nc3 d6 Bd2 Bc5 Bc4 Qf6 b3 Bxf2+ Ke2 Bg4+ Kd3 Bxd1 Rxd1 Bxg1 Rhxg1 O-O Rgf1 Qh4 Rxf7 Kxf7 Bh6 gxh6 Ba6 Nxa6 Ne4 Qxh2 Nxd6+ Ke7 Nc8+ Raxc8 d6+ Kxd6 Rh1 Qxh1 b4 Qxg2 a4 Qa2 b5 Qxa4 bxa6 Qxa6+ Ke3 Rc4 Kd3 Qa2 Ke3 Rc3+ Ke4 Rg8 Kf5 Rf3+ Ke4 Qe2#
3302,ybva1AqP,True,1502897072084.0,1502898200189.0,100,gjdgjdfj,1823,caipivara,1766,e4 c6 d4 d5 Nd2 Nf6 e5 Nfd7 Ngf3 Nb6 Be2 Bf5 O-O e6 Nb3 Be7 Be3 N8d7 a4 c5 a5 cxd4 Nbxd4 Nc4 Nxf5 exf5 Bxc4 dxc4 Qd5 O-O Rfd1 Nb8 Qxb7 Nd7 Qxd7 Bb4 Qa4 Qe7 c3 Bc5 Bxc5 Qxc5 Qd7 h6 Qxf5 Rab8 Qc2 a6 Qe2 Rfe8 Rd4 f6 Qxc4+ Qxc4 Rxc4 fxe5 b4 e4 Nd2 e3 fxe3 Rxe3 Kf2 Rd3 Ke2 Rbd8 Nf3 R3d5 Rc6 Re8+ Kf2 Rd3 Re1 Rf8 c4 Rd2+ Re2 Rd1 Rxa6 Rb1 Rb6 Kh7 Rb7 Kg6 c5 Kf5 a6 g5 h3 h5 a7 Ra1 b5 g4 Nd4+ Kg5+ Kg3 h4+ Kh2 g3#
3303,Lh5jhAPP,True,1493123355849.0,1493123518728.0,42,marigw,986,kang-heri,1944,d4 d5 c3 c6 b4 Nf6 a4 a5 bxa5 Qxa5 Na3 e6 Nb5 cxb5 Bg5 Qxc3+ Qd2 Qxa1+ Qd1 Qxd1+ Kxd1 bxa4 e3 a3 Bb5+ Bd7 Ba4 Rxa4 Ke2 a2 Nf3 Bb5+ Kd2 Bb4+ Kc2 Bc4 Kb2 Nc6 Ka1 Bd3 Nd2 Bc3#
3304,XlP6chr6,True,1402244924476.0,1402245571445.0,61,srgriffin,1366,lucatiel-of-mirrah,1090,e4 e5 Nf3 Nf6 g3 Nxe4 d3 Nxf2 Kxf2 d5 Nxe5 Qe7 Nf3 Bg4 Bg2 Bxf3 Bxf3 Qd8 Rhe1+ Kd7 Bxd5 Nc6 Qg4+ f5 Qxf5+ Kd6 Bf3 Ne7 Qf4+ Kd7 Bg4+ Ke8 b3 Rhg8 Nd2 Rgh8 Be6 Nf5 Bd5+ Kd7 Qxf5+ Kd6 Qe6+ Kc5 Ne4+ Kb5 Bc4+ Kb4 Bd2+ Ka3 Nc3 Bb4 Nb1+ Kb2 Qe5+ Qd4+ Qxd4+ Kxc2 Bxb4 Rad8 Qc3#
3305,0kzHjm8Q,True,1447680000000.0,1447680000000.0,196,apis11,1954,iya33,1850,e4 Nc6 Nf3 g6 d4 Bg7 Be3 e6 c4 a6 Nc3 Nce7 Be2 d6 O-O c6 b4 Nf6 h3 Qb6 a3 d5 c5 Qd8 e5 Nd7 g4 f6 Qd2 f5 Ng5 Nf8 f4 h6 Nf3 Qd7 g5 hxg5 Nxg5 Ng8 Na4 Qe7 Nb6 Rb8 Rf2 Bd7 Rh2 Nh6 a4 Nf7 h4 Nxg5 hxg5 Rxh2 Kxh2 Bh8 Kg2 Kd8 a5 Kc7 Rh1 Bg7 Rh3 Be8 Na4 Bf7 Nb2 Bg8 Kf3 Nd7 Bd3 Rf8 Na4 Nb8 Nb6 Nd7 Nxd7 Qxd7 Qe2 Qe7 Bd2 Qd7 Bc1 Qc8 Ba3 Qd7 b5 axb5 Rh1 Ra8 Bb4 Kd8 Ra1 Ke7 Ra3 Kf7 Qa2 Ra6 Qc2 Bf8 Rc3 Be7 Qh2 Bf8 Ke3 Bg7 Be2 Qd8 Bh5 gxh5 Qxh5+ Ke7 g6 Qf8 Qh4+ Kd7 Rc2 Ra8 Rg2 Kc7 Kd3 Kd7 Rg3 Qe7 Qxe7+ Kxe7 Kc3 Kf8 Kb3 Bh6 Rf3 Kg7 Bd2 Kxg6 Be3 Kh7 Rh3 Rxa5 Bd2 Ra1 Kb2 Rg1 Ra3 Rg2 Kc1 Rf2 Ra7 Bxf4 Bxf4 Rxf4 Rxb7+ Kg6 Rc7 Rxd4 Rxc6 Rc4+ Kd2 b4 Rc8 Bf7 c6 f4 c7 Kf5 Rb8 Rxc7 Rxb4 Kxe5 Ke2 Kf5 Rb3 Bh5+ Kf2 e5 Ke1 e4 Kf2 Ke5 Ke1 e3 Rb1 Bg4 Ra1 d4 Ra5+ Ke4 Ra1 f3 Rb1 f2+ Kf1 Bh3+ Ke2 d3+ Kd1 Bg4#
3306,GWwPGZF8,True,1450730000000.0,1450730000000.0,15,ruysicilianlopez,1663,cerseisminge,1391,e4 c5 Nf3 d6 Bc4 Bd7 O-O b5 Bxf7+ Kxf7 Ng5+ Ke8 Qf3 e5 Qf7#
3307,UDRVlwfc,True,1453780000000.0,1453780000000.0,50,alejandr,1104,dpoty,1430,d4 d5 e3 Nd7 Bb5 c6 Ba4 b5 Bb3 a5 c4 bxc4 Ba4 Ra6 Nc3 g5 f3 f5 e4 fxe4 fxe4 h5 Bxg5 dxe4 h4 Ngf6 Nge2 Rh7 Nf4 Qb6 Ne6 Bb7 Bf4 Nd5 Nc7+ Nxc7 Bxc7 Qxc7 Nxe4 e6 Ng5 Bb4+ Kf1 Qf4+ Kg1 Qe3+ Kh2 Bd6+ g3 Qxg3#
3308,8obrNAfO,False,1490076132892.0,1490076855527.0,50,gourang,1116,goldenfox99,1402,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Bg5 Nxe4 f3 Nxg5 f4 Ne6 Nxe6 Bxe6 b3 g6 Bc4 Bxc4 bxc4 Bg7 c3 Qa5 O-O O-O c5 Qxc5+ Kh1 Nd7 c4 Bxa1 Nd2 Bc3 Qc1 Bxd2 Qxd2 Qxc4 Rc1 Qe6 Re1 Qf5 Rf1 Nc5 Qe2 e6 Qxe6 Qxe6 Re1 Qxe1#
3309,hvFyJb0x,True,1396440523277.0,1396440770052.0,35,vladimir-kramnik-1,1610,thiago5555,1500,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qe2 Nd6 Nc6+ Be7 Nxd8 Kxd8 g3 Nc6 Bg2 Nb4 Qd1 Nd5 Bxd5 h5 O-O b5 Rfe1 Rab8 Qe2 Rhe8 Nc3 b4 Ne4 Nxe4 Qxe4 Rb5 Bxf7 Rf8 Qxe7#
